_object,Pos F1,Pos F2,Pos F3,Volume
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1060: @(4.903, 49.66, 2.219)>",4.90275952009872,49.6592869505529,2.21871928253719,1778243051377.09
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1061: @(4.897, 49.59, 1.613)>",4.89687380847484,49.5874900749636,1.61328628956545,1404759800714.72
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1062: @(4.895, 49.53, 0.455)>",4.89492051020581,49.5284557100698,0.455336625392928,3493354415191.87
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1063: @(4.898, 49.37, 9.12)>",4.89800060278077,49.3744587235373,9.1199580766053,1258709973083
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1064: @(4.898, 49.55, 10.758)>",4.89814698517727,49.5546081221735,10.7579443520585,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1065: @(4.431, 53.86, 4.373)>",4.43132197311416,53.8597655782059,4.37346105153516,314173447915510
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1066: @(4.357, 53.89, 3.424)>",4.35700309212588,53.8850532407531,3.42388508256459,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1067: @(4.35, 54.08, 3.077)>",4.35015316942903,54.0848819537787,3.07725407617215,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1068: @(4.371, 53.8, 2.47)>",4.37137762396686,53.7953649950299,2.46987781899784,12430960331767.3
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1069: @(4.377, 55.61, 1.152)>",4.37713142942552,55.6122109697254,1.15220922975558,9100469411768.74
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1070: @(4.393, 46.81, -0.182)>",4.39294783571112,46.8074025512091,-0.182451214848344,5889532684875.3
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1071: @(4.374, 54.01, 8.061)>",4.37394509071987,54.0120700411237,8.06092842036251,3869633119852.99
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1072: @(4.367, 53.87, 8.288)>",4.36700580211869,53.8707616142902,8.28778632926758,2735631176038.7
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1073: @(4.392, 38.13, 9.398)>",4.39161487269609,38.1302621789362,9.39756494892802,33877240850828.9
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1074: @(4.412, 54.06, 4.422)>",4.41180247370071,54.0646289227871,4.42188587431122,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1075: @(4.412, 53.83, 8.096)>",4.41162447354274,53.8298619421641,8.09582481304673,10855759004714.7
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1076: @(4.39, 53.8, 9.399)>",4.39043252519935,53.7976608276367,9.39902563724724,4000245515396995
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1077: @(4.436, 54.13, 7.999)>",4.43587231772792,54.1269505287535,7.99897704888206,6020111786447.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1078: @(4.45, 54.19, 7.334)>",4.4504020640343,54.1860326039677,7.3336540579563,6308905851864.01
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1079: @(4.414, 53.32, 3.418)>",4.41366849649592,53.316498895122,3.41773336365825,10358247119005.8
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1080: @(4.419, 53.36, 3.165)>",4.41868720206556,53.3645026339493,3.16501452986455,10938200674714.1
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1081: @(4.427, 54.02, 2.653)>",4.4268617260554,54.0181316373251,2.65289333784895,3125384900781.83
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1082: @(4.428, 54.11, 2.277)>",4.42775852074441,54.108704909491,2.27742024361683,12305404329357.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1083: @(4.428, 54.19, 1.954)>",4.42788593248403,54.1933179698862,1.95400806699077,15364865486653.1
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1084: @(4.421, 53.58, 1.393)>",4.42054988017195,53.5792718337946,1.39276677501131,3258302099514.75
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1085: @(4.412, 53.69, 0.97)>",4.41158485988456,53.6942847175634,0.97003322779749,6162595548821.29
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1086: @(4.417, 53.43, 0.671)>",4.41677518979912,53.4265749534918,0.670980419824348,7600985591578.9
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1087: @(3.849, 52.66, 3.858)>",3.84927870260304,52.66391594052,3.85786096506395,20703407605946.4
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1088: @(3.847, 52.78, 2.744)>",3.84748229114383,52.7771897831117,2.74422675536992,3373560289025.29
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1089: @(3.846, 52.91, 4.342)>",3.84596108486133,52.9070131430773,4.34203937244552,2419691320232.08
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1090: @(3.849, 52.85, 7.157)>",3.84932385590207,52.8461073408675,7.15670287801619,1205802179604.98
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1091: @(3.843, 52.91, 6.702)>",3.84333121875757,52.9079411088083,6.70241637267667,754380189083.052
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1092: @(3.848, 52.79, 1.462)>",3.84788260858659,52.7898330180063,1.46195249935949,5214750798017.13
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1093: @(3.849, 52.73, 1.195)>",3.84936106556515,52.726853009619,1.19513663837509,5072054681330.85
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1094: @(3.937, 52.4, 0.616)>",3.93684422365034,52.3968717354174,0.616404296228048,4903229078314.41
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1095: @(3.928, 52.47, 1.196)>",3.92807706261077,52.4739525289863,1.19570105461293,17556646879131.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1096: @(3.934, 54.35, 2.463)>",3.93353214554948,54.3480043705479,2.46316168385366,2999473236713.87
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1097: @(3.965, 52.73, 3.934)>",3.96484449512342,52.7267921789605,3.93407304444408,196179086695189
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1098: @(3.932, 52.42, 8.284)>",3.932307884921,52.4219995683914,8.28352017868173,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1099: @(3.941, 52.7, 8.473)>",3.94128116240891,52.6975254756955,8.47288182647666,5457134436855.02
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1100: @(3.406, 49.21, 8.184)>",3.40564607636036,49.2147985219783,8.18436102550159,954157652037.884
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1101: @(3.405, 49.27, 7.989)>",3.40528610422644,49.2746964436706,7.98868648660796,1304191132571.14
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1102: @(3.41, 49.3, 4.478)>",3.41048855863796,49.3037162460278,4.47833209704223,25884755659540.7
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1103: @(3.438, 49.42, 3.417)>",3.43760311470374,49.4203298110446,3.41657944601645,116127658480975
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1104: @(3.407, 49.23, 3.188)>",3.40693210921042,49.2277614160193,3.18800424844699,20029332133643.7
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1105: @(3.41, 49.26, 1.794)>",3.41019338984988,49.2554095466663,1.79392958787323,16679921395101.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1106: @(3.412, 49.2, 0.721)>",3.41180281229992,49.2001228274365,0.721184198964858,819889681875.84
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1107: @(3.406, 49.23, 1.407)>",3.40554280909314,49.231327762466,1.40683035531384,784610899101.138
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1108: @(3.41, 49.23, 0.909)>",3.41025589372214,49.2267308730996,0.909219259557815,1031699883475.53
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1109: @(3.187, 49.23, 1.857)>",3.18667870646027,49.2264994780459,1.85719855770445,18515988184300.1
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1110: @(3.186, 49.21, 3.188)>",3.18568533388167,49.2107169040718,3.18817900843766,33693311648608.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1111: @(3.185, 49.22, 3.415)>",3.18534438466541,49.2195361567898,3.41499573586168,22215002744806.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1112: @(3.182, 49.23, 4.165)>",3.18156216874273,49.2298869107913,4.16456098593066,1486379997834.98
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1113: @(3.186, 49.21, 4.414)>",3.18646297403158,49.2063704938873,4.41443767040226,7659688209153.44
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1114: @(3.186, 49.21, 8.173)>",3.18604488792948,49.2105308338224,8.1727716787513,2427333693181.85
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1115: @(3.181, 49.24, 8.029)>",3.18120721364205,49.2431074405622,8.02856165763907,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1116: @(3.185, 49.22, 0.898)>",3.18515624591946,49.2226516407091,0.897755338638154,686845236345.114
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1117: @(3.187, 49.08, 0.7)>",3.18705686533962,49.0833303487184,0.700498970977217,367272944064.146
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1118: @(2.737, 48.33, 1.226)>",2.73709964158738,48.3300392571487,1.22559170239667,5984248731160.73
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1119: @(2.738, 48.33, 1.47)>",2.7375513836207,48.332088415408,1.46990951405471,8809279479700.89
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1120: @(2.742, 48.62, 2.743)>",2.74198393247519,48.6185435643479,2.74282198606686,10437682022591
